id,algorithm,seed,creation_mode,error_val,dem_fpr_val,dem_ppv_val,num_leaves,actual_depth,actual_leaves,error_tst,dem_fpr_tst,dem_ppv_tst,num_leaves_tst,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight
S237DKAAGM,smsemoa,101,crossover,0.3614955197891064,0.0959506172839506,0.0022866444461668,9,4,9,0.3482539094417912,0.1159566749585406,0.0054310930074678,9,1,5,22,9,5.0
U9YY5D8LUZ,smsemoa,101,crossover,0.3579307479806426,0.0818930041152263,0.0254185923175997,10,4,10,0.3489849765149081,0.1116941334991708,0.0125498475252169,10,0,4,5,10,5.0
46DE6S1GQO,smsemoa,101,mutation,0.4228226647955634,0.0630123456790123,0.0248128342245989,11,5,11,0.4017308401263454,0.0630830223880597,0.0413032581453634,11,0,11,19,11,5.0
WP11UW35KT,smsemoa,101,crossover,0.3832346078046078,0.0648559670781893,0.0479310344827587,12,5,12,0.379985086436533,0.0697553897180762,0.05028553789165,12,0,14,38,12,5.0
BEVHGWLKZI,smsemoa,101,mutation,0.7152444498420047,0.0227489711934156,0.1363636363636363,12,4,12,0.6910960800447428,0.0087712479270315,0.0860805860805861,12,0,12,18,12,8.0
Y421S50IJU,smsemoa,101,crossover,0.857935768788956,0.0126913580246913,0.039387998308538,13,5,13,0.8621064465702901,0.0016713308457712,0.0907001158412974,13,0,20,22,13,1.0
IF6UCSMTQ6,smsemoa,101,mutation,0.3608061239198409,0.1253662551440329,0.0128987517337032,17,6,17,0.3263447312012151,0.1710199004975124,0.0291088692728036,17,0,10,3,17,4.0
RQD9ZOQ7BI,smsemoa,101,mutation,0.6256744490850386,0.0172674897119341,0.0201288244766506,17,6,17,0.6332203483844174,0.0064132462686567,0.1145833333333333,17,0,8,21,17,8.0
971GBDOZCJ,smsemoa,101,mutation,0.8320449464676734,0.0008065843621398,0.0358408985917979,18,7,18,0.8451170766535452,0.0014381218905472,0.0902522167432446,18,0,25,25,18,1.0
O4BFS8BSL4,smsemoa,101,mutation,0.7530130123818068,0.0083456790123456,0.0128205128205127,19,6,19,0.7467244663798464,0.009717039800995,0.0120068610634648,19,1,9,40,19,8.0
